name;type;description;imagePath;image_source;description_source
Quetsche;Fruit;Prune originaire de la région syrienne de Damas. Elle est plus grosse qu'une prune classique et mûrit dès la mi-août. La quetsche est très appréciée en Alsace, en Lorraine et en Allemagne. Sa chair est sucrée et acidulée.;quetsche.jpg;;https://www.linternaute.fr/dictionnaire/fr/definition/quetsche/
Radis;Légume;Longues, rondes, petites ou grosses, les différentes variétés proposent une subtile palette de saveurs. Croqué au naturel avec un peu de sel, c’est un pur aliment plaisir reconnu aussi pour ses qualités nutritionnelles. ;radis.jpg;;https://www.lesfruitsetlegumesfrais.com/fruits-legumes/legumes-racines-tubercules-et-tiges/radis
Radis noir;Légume;Le radis noir ou radis d'hiver, encore connu sous le nom de raifort est une plante herbacée de la famille des Brassicacées. Elle se présente sous la forme d'une longue racine noire à chair blanche, à saveur forte d'où son utilisation comme condiment.;radis_noir.jpg;Limesle at fr.wikipedia;https://sante.journaldesfemmes.fr/fiches-nutrition/2556818-radis-noir-raifort-bienfaits-calories-cure-danger/#:~:text=Le%20radis%20noir%20ou%20radis,o%C3%B9%20son%20utilisation%20comme%20condiment.
Raisin;Fruit;On le déguste au petit-déjeuner, à l’apéritif, au déjeuner, au goûter… Bref, à chaque heure de la journée ! Apportant vitamines et minéraux, vous auriez tort de vous en priver.;raisin.jpg;;https://www.lesfruitsetlegumesfrais.com/fruits-legumes/fruits-de-plantes-grimpantes/raisin
Rhubarbe;Légume;"Elle est aujourd’hui très bien acclimatée en France et se trouve sur les étals au printemps, mais aussi en hiver ; il s’agit alors de rhubarbe importée. Sa chair acidulée surprend et réveille les papilles, et se prête à des desserts gourmands, ou plus surprenant, en accompagnement de plats salés. Ce fruit pauvre en calories et riche en calcium se cuisine facilement et plaît aux enfants comme aux plus grands.";rhubarbe.jpg;;https://www.lesfruitsetlegumesfrais.com/fruits-legumes/autres-fruits/rhubarbe
Salsifi;Légume;Le salsifis est un légume racine dont la saveur douce et sucrée est comparée à celle de l’huître.;salsifi.jpg;;https://www.fondation-louisbonduelle.org/legume/salsifis/
Sarriette;Plante aromatique;La sarriette est une plante aromatique de la famille des Lamiacées, comme le basilic, qui aime particulièrement le climat méditerranéen. Elle se trouve parfois sous le nom de, poivrette, savourée, de sadrée ou d'herbe de Saint Julien. ;sarriette.jpg;Dezidor at fr.wikipedia;https://www.cuisineaz.com/articles/sarriette-2433.aspx#:~:text=La%20sarriette%20est%20une%20plante,d'herbe%20de%20Saint%20Julien.
Scarole;Légume;La scarole est un légume-feuille annuel constitué de feuilles ondulées d’une vingtaine de centimètres de long, à la forme ovale et regroupées en une rosette de plus en plus serrée autour d’un cœur jaune et croquant.;scarole.jpg;rawpixel.com ;https://jardinage.lemonde.fr/dossier-326-chicoree-scarole-cichorium-endivia-latifolia-salade-croquante.html#:~:text=La%20scarole%20est%20un%20l%C3%A9gume,un%20c%C5%93ur%20jaune%20et%20croquant.
Tomate;Légume;Très simple à consommer, elle se prête à une infinité de préparations. Très riche au niveau nutritionnel, elle a de véritables atouts bien-être. Toutes ses qualités en font le légume le plus consommé en France.;tomate.jpg;https://www.lesfruitsetlegumesfrais.com/fruits-legumes/legumes-fruits/tomate;https://www.charlet.com/produit/tomate/
Topinambour;Légume;Facile à cuisiner, ce tubercule de couleur brun-rosé à jaune pâle offre une subtile saveur sucrée et un arôme délicat proches de ceux de l’artichaut. S’il a pallié l’absence de pommes de terre durant la Seconde Guerre mondiale avant d’être « oublié », comme le rutabaga, le voici revenu sur nos étals pour notre plus grand plaisir.;topinambour.jpg;;https://www.lesfruitsetlegumesfrais.com/fruits-legumes/legumes-racines-tubercules-et-tiges/topinambour
